Name	Classification	Specific_Tissue	Specific_Sex
Transcript_84957.0	Others		
Transcript_106386.0	Others		
Transcript_45120.0	Others		
Transcript_79116.0	Others		
Transcript_45121.0	Tissue Specific	Lung	
Transcript_271766.0	Tissue Specific	Gonad	Female
Transcript_45122.0	Tissue Specific	Skin	
Transcript_85991.0	Others		
Transcript_15403.0	Tissue Specific	Heart	
Transcript_208787.0	Others		
Transcript_45131.0	Not Expressed		
Transcript_176227.0	Tissue Specific	Brain	Male
Transcript_45138.0	Others		
Transcript_4514.0	Others		
Transcript_40293.0	Tissue Specific	Brain	
Transcript_45149.0	Others		
Transcript_45151.0	Tissue Specific	Gonad	Female
Transcript_222524.1	Others		
Transcript_45159.0	Others		
Transcript_70999.0	Others		
Transcript_63726.0	Others		
Transcript_45163.0	Others		
Transcript_45164.0	Tissue Specific	Lung	Male
Transcript_228469.0	Tissue Specific	Lung	Male
Transcript_45172.0	Tissue Specific	Gonad	Female
Transcript_45178.0	Tissue Specific	Kidney	
Transcript_167433.0	Tissue Specific	Brain	Female
Transcript_45179.0	Others		
Transcript_45191.0	Others		
Transcript_198613.0	Others		
Transcript_99286.0	Others		
Transcript_45192.0	Others		
Transcript_234837.0	Tissue Specific	Gonad	
Transcript_257941.0	Tissue Specific	Skin	
Transcript_45193.0	Others		
Transcript_45205.0	Others		
Transcript_45212.0	Others		
Transcript_4522.0	Others		
Transcript_45228.0	Tissue Specific	Brain	Male
Transcript_45244.0	Tissue Specific	Brain	Male
Transcript_62385.0	Tissue Specific	Skin	
Transcript_68283.0	Tissue Specific	Brain	
Transcript_45250.0	Others		
Transcript_272239.0	Others		
Transcript_165902.0	Others		
Transcript_45252.0	Others		
Transcript_5724.0	Tissue Specific	Liver	
Transcript_71716.0	Others		
Transcript_85888.0	Others		
Transcript_45257.0	Others		
Transcript_24496.0	Tissue Specific	Brain	
Transcript_49506.0	Tissue Specific	Skin	
Transcript_45262.0	Others		
Transcript_61877.0	Tissue Specific	Kidney	
Transcript_20334.0	Others		
Transcript_261666.0	Others		
Transcript_45268.0	Others		
Transcript_273091.0	Others		
Transcript_45271.0	Others		
Transcript_86694.0	Tissue Specific	Brain	
Transcript_45276.0	Tissue Specific	Gonad	Female
Transcript_236993.0	Others		
Transcript_122640.0	Others		
Transcript_242637.0	Others		
Transcript_45278.0	Tissue Specific	Brain	
Transcript_239919.0	Tissue Specific	Skin	
Transcript_45294.0	Others		
Transcript_82453.0	Others		
Transcript_45307.0	Tissue Specific	Brain	
Transcript_45314.0	Others		
Transcript_61006.0	Tissue Specific	Skin	
Transcript_97123.0	Others		
Transcript_45318.0	Tissue Specific	Brain	Male
Transcript_22465.0	Others		
Transcript_45324.0	Others		
Transcript_252629.0	Others		
Transcript_45325.0	Others		
Transcript_59973.0	Others		
Transcript_208492.0	Others		
Transcript_73053.0	Tissue Specific	Brain	
Transcript_89564.0	Tissue Specific	Liver	
Transcript_45326.0	Others		
Transcript_45327.0	Tissue Specific	Kidney	Male
Transcript_70220.0	Others		
Transcript_45328.0	Others		
Transcript_45340.0	Others		
Transcript_45346.0	Tissue Specific	Gonad	Female
Transcript_258834.0	Others		
Transcript_226677.0	Others		
Transcript_45356.0	Tissue Specific	Gonad	
Transcript_83442.0	Tissue Specific	Gonad	
Transcript_45358.0	Tissue Specific	Brain	
Transcript_45359.0	Others		
Transcript_45366.0	Others		
Transcript_273119.0	Others		
Transcript_45836.0	Others		
Transcript_45381.0	Others		
Transcript_45382.0	Tissue Specific	Gonad	Female
Transcript_45387.0	Others		
Transcript_96310.0	Others		
Transcript_90469.0	Tissue Specific	Brain	Male
Transcript_57618.0	Others		
Transcript_45389.0	Tissue Specific	Gonad	Female
Transcript_45395.0	Others		
Transcript_45397.0	Tissue Specific	Skin	
Transcript_45398.0	Others		
Transcript_45399.0	Others		
Transcript_4540.0	Others		
Transcript_45405.0	Others		
Transcript_262770.0	Tissue Specific	Liver	
Transcript_267998.0	Tissue Specific	Brain	
Transcript_45407.0	Others		
Transcript_271997.0	Tissue Specific	Gonad	Female
Transcript_45419.0	Others		
Transcript_139707.0	Tissue Specific	Gonad	
Transcript_23419.0	Others		
Transcript_45426.0	Tissue Specific	Skin	
Transcript_56859.0	Tissue Specific	Skin	
Transcript_88242.0	Tissue Specific	Gonad	
Transcript_45427.0	Others		
Transcript_118006.0	Others		
Transcript_45430.0	Tissue Specific	Skin	
Transcript_246403.0	Not Expressed		
Transcript_45434.0	Others		
Transcript_268085.0	Others		
Transcript_45441.0	Tissue Specific	Brain	
Transcript_91548.0	Others		
Transcript_173350.0	Others		
Transcript_97476.0	Others		
Transcript_45446.0	Others		
Transcript_45451.0	Others		
Transcript_45454.0	Others		
Transcript_45455.0	Others		
Transcript_101950.0	Tissue Specific	Brain	Male
Transcript_45458.0	Tissue Specific	Skin	
Transcript_95524.0	Tissue Specific	Skin	
Transcript_4546.0	Others		
Transcript_263149.0	Others		
Transcript_209196.0	Others		
Transcript_45463.0	Others		
Transcript_261589.0	Others		
Transcript_253615.0	Others		
Transcript_230782.0	Others		
Transcript_45472.0	Others		
Transcript_234125.0	Others		
Transcript_65744.0	Others		
Transcript_45475.0	Others		
Transcript_160801.0	Tissue Specific	Lung	
Transcript_45479.0	Not Expressed		
Transcript_16923.0	Others		
Transcript_45483.0	Others		
Transcript_261363.0	Tissue Specific	Kidney	
Transcript_68932.0	Tissue Specific	Gonad	
Transcript_79103.0	Others		
Transcript_162100.0	Tissue Specific	Skin	Female
Transcript_34104.0	Others		
Transcript_45493.0	Others		
Transcript_102377.0	Others		
Transcript_45495.0	Others		
Transcript_30061.0	Tissue Specific	Lung	
Transcript_45501.0	Tissue Specific	Liver	
Transcript_45505.0	Tissue Specific	Brain	
Transcript_45507.0	Others		
Transcript_234654.0	Not Expressed		
Transcript_45514.0	Tissue Specific	Gonad	Female
Transcript_45515.0	Others		
Transcript_71406.0	Tissue Specific	Brain	
Transcript_19979.0	Others		
Transcript_45519.0	Others		
Transcript_45522.0	Others		
Transcript_45526.0	Others		
Transcript_45527.0	Tissue Specific	Brain	
Transcript_45532.0	Others		
Transcript_101042.0	Others		
Transcript_182378.0	Others		
Transcript_81484.0	Others		
Transcript_45535.0	Others		
Transcript_73635.0	Others		
Transcript_125536.0	Others		
Transcript_94860.0	Others		
Transcript_45537.0	Others		
Transcript_45548.0	Tissue Specific	Skin	
Transcript_64378.0	Others		
Transcript_45552.0	Tissue Specific	Brain	
Transcript_45558.0	Others		
Transcript_45573.0	Others		
Transcript_60956.0	Others		
Transcript_45586.0	Others		
Transcript_197008.0	Others		
Transcript_45590.0	Others		
Transcript_272773.0	Others		
Transcript_60078.0	Tissue Specific	Gonad	
Transcript_3972.0	Others		
Transcript_45599.0	Tissue Specific	Kidney	
Transcript_45602.0	Others		
Transcript_144330.0	Others		
Transcript_45603.0	Others		
Transcript_81804.0	Tissue Specific	Gonad	Male
Transcript_95552.0	Tissue Specific	Brain	
Transcript_249307.0	Tissue Specific	Brain	
Transcript_233064.0	Tissue Specific	Gonad	Female
Transcript_45605.0	Others		
Transcript_56378.0	Others		
Transcript_45606.0	Others		
Transcript_45610.0	Others		
Transcript_45613.0	Tissue Specific	Brain	Female
Transcript_77019.0	Tissue Specific	Lung	Female
Transcript_45614.0	Tissue Specific	Gonad	Female
Transcript_45678.0	Others		
Transcript_45617.0	Others		
Transcript_48202.0	Others		
Transcript_100355.0	Others		
Transcript_45619.0	Others		
Transcript_52065.0	Tissue Specific	Brain	
Transcript_45631.0	Others		
Transcript_69462.0	Others		
Transcript_45633.0	Tissue Specific	Brain	
Transcript_45643.0	Others		
Transcript_45644.0	Others		
Transcript_96387.0	Others		
Transcript_45652.0	Tissue Specific	Muscle	
Transcript_45656.0	Tissue Specific	Gonad	Female
Transcript_45667.0	Others		
Transcript_45672.0	Others		
Transcript_252187.0	Others		
Transcript_56508.0	Others		
Transcript_45673.0	Others		
Transcript_31687.0	Others		
Transcript_45675.0	Others		
Transcript_45679.0	Tissue Specific	Gonad	Female
Transcript_45686.0	Others		
Transcript_45689.0	Tissue Specific	Kidney	
Transcript_45698.0	Others		
Transcript_45700.0	Others		
Transcript_45701.0	Tissue Specific	Skin	
Transcript_45706.0	Tissue Specific	Brain	Female
Transcript_268621.0	Tissue Specific	Heart	
Transcript_231317.0	Tissue Specific	Brain	
Transcript_45713.0	Others		
Transcript_45716.0	Others		
Transcript_56153.0	Tissue Specific	Brain	Male
Transcript_45719.0	Tissue Specific	Muscle	
Transcript_63415.0	Tissue Specific	Brain	
Transcript_45725.0	Others		
Transcript_45726.0	Others		
Transcript_45728.0	Others		
Transcript_55450.0	Tissue Specific	Muscle	
Transcript_263324.0	Tissue Specific	Brain	
Transcript_95605.0	Others		
Transcript_248071.0	Others		
Transcript_45740.0	Others		
Transcript_89144.0	Others		
Transcript_25320.0	Others		
Transcript_45350.0	Tissue Specific	Brain	Female
Transcript_45742.0	Others		
Transcript_52639.0	Others		
Transcript_209035.0	Others		
Transcript_45750.0	Tissue Specific	Brain	
Transcript_45754.0	Others		
Transcript_45757.0	Others		
Transcript_192494.0	Tissue Specific	Gonad	
Transcript_51882.0	Others		
Transcript_88173.0	Others		
Transcript_264335.0	Others		
Transcript_30163.0	Tissue Specific	Brain	Male
Transcript_45762.0	Others		
Transcript_45768.0	Others		
Transcript_45769.0	Others		
Transcript_5405.0	Others		
Transcript_92596.0	Others		
Transcript_45770.0	Tissue Specific	Muscle	
Transcript_45771.0	Others		
Transcript_45777.0	Tissue Specific	Brain	
Transcript_4652.0	Others		
Transcript_76478.0	Others		
Transcript_4579.0	Tissue Specific	Skin	
Transcript_241191.0	Others		
Transcript_73404.0	Others		
Transcript_46081.0	Others		
Transcript_68365.0	Others		
Transcript_75268.0	Others		
Transcript_246371.0	Tissue Specific	Brain	
Transcript_45793.0	Others		
Transcript_78397.0	Others		
Transcript_19375.0	Others		
Transcript_45794.0	Others		
Transcript_102532.0	Tissue Specific	Lung	
Transcript_45799.0	Tissue Specific	Kidney	
Transcript_45805.0	Others		
Transcript_45816.0	Others		
Transcript_45822.0	Others		
Transcript_45827.0	Others		
Transcript_45829.0	Others		
Transcript_45831.0	Others		
Transcript_45832.0	Others		
Transcript_61978.0	Tissue Specific	Brain	
Transcript_83136.0	Tissue Specific	Brain	
Transcript_266324.0	Others		
Transcript_45845.0	Tissue Specific	Gonad	Female
Transcript_62512.0	Others		
Transcript_45850.0	Others		
Transcript_45851.0	Others		
Transcript_116043.0	Others		
Transcript_45858.0	Others		
Transcript_45859.0	Tissue Specific	Brain	Male
Transcript_45860.0	Others		
Transcript_45863.0	Others		
Transcript_45864.0	Tissue Specific	Kidney	
Transcript_45868.0	Others		
Transcript_45881.0	Others		
Transcript_255332.0	Tissue Specific	Brain	Male
Transcript_239556.0	Others		
Transcript_45894.0	Others		
Transcript_268836.0	Others		
Transcript_78413.0	Tissue Specific	Brain	
Transcript_45897.0	Others		
Transcript_91188.0	Tissue Specific	Brain	Female
Transcript_36904.0	Others		
Transcript_35671.0	Others		
Transcript_45901.0	Others		
Transcript_273491.0	Tissue Specific	Kidney	
Transcript_45903.0	Tissue Specific	Gonad	Female
Transcript_45906.0	Others		
Transcript_81887.0	Others		
Transcript_45908.0	Others		
Transcript_63727.0	Others		
Transcript_45913.0	Others		
Transcript_29375.0	Tissue Specific	Skin	
Transcript_45914.0	Others		
Transcript_261054.0	Others		
Transcript_45924.0	Tissue Specific	Gonad	
Transcript_262911.0	Tissue Specific	Brain	
Transcript_45941.0	Others		
Transcript_83873.0	Others		
Transcript_45946.0	Others		
Transcript_77706.0	Tissue Specific	Lung	
Transcript_45953.0	Others		
Transcript_45955.0	Tissue Specific	Brain	
Transcript_45956.0	Others		
Transcript_45959.0	Others		
Transcript_45961.0	Others		
Transcript_76975.0	Others		
Transcript_45962.0	Tissue Specific	Skin	
Transcript_45971.0	Tissue Specific	Brain	
Transcript_45972.0	Others		
Transcript_85826.0	Others		
Transcript_80856.0	Tissue Specific	Skin	
Transcript_45973.0	Others		
Transcript_45975.0	Tissue Specific	Gonad	
Transcript_76144.0	Others		
Transcript_68265.0	Tissue Specific	Gonad	
Transcript_85082.0	Tissue Specific	Skin	
Transcript_45978.0	Tissue Specific	Gonad	Female
Transcript_113012.0	Others		
Transcript_45987.0	Others		
Transcript_45989.0	Others		
Transcript_101022.0	Tissue Specific	Gonad	
Transcript_59765.0	Tissue Specific	Brain	
Transcript_45992.0	Tissue Specific	Brain	Female
Transcript_45993.0	Others		
Transcript_58129.0	Others		
Transcript_46005.0	Tissue Specific	Brain	
Transcript_46009.0	Others		
Transcript_46010.0	Tissue Specific	Lung	
Transcript_46011.0	Others		
Transcript_79558.0	Others		
Transcript_46018.0	Tissue Specific	Gonad	Female
Transcript_46024.0	Others		
Transcript_46025.0	Others		
Transcript_40997.0	Tissue Specific	Brain	
Transcript_46037.0	Tissue Specific	Gonad	Female
Transcript_46039.0	Others		
Transcript_46048.0	Tissue Specific	Skin	
Transcript_228948.0	Others		
Transcript_262320.0	Others		
Transcript_46050.0	Others		
Transcript_46052.0	Others		
Transcript_46054.0	Others		
Transcript_46062.0	Others		
Transcript_46069.0	Others		
Transcript_46072.0	Others		
Transcript_46085.0	Others		
Transcript_46093.0	Others		
Transcript_46095.0	Others		
Transcript_239365.0	Others		
Transcript_91799.0	Others		
Transcript_46111.0	Tissue Specific	Brain	Male
Transcript_46114.0	Others		
Transcript_72749.0	Tissue Specific	Brain	
Transcript_242260.0	Others		
Transcript_46118.0	Tissue Specific	Skin	
Transcript_46119.0	Others		
Transcript_49239.0	Tissue Specific	Lung	
Transcript_46122.0	Tissue Specific	Skin	
Transcript_262706.0	Others		
Transcript_46124.0	Tissue Specific	Gonad	Female
Transcript_46133.0	Others		
Transcript_151379.0	Tissue Specific	Skin	
Transcript_93935.0	Others		
Transcript_75111.0	Others		
Transcript_46155.0	Others		
Transcript_73977.0	Tissue Specific	Skin	
Transcript_46176.0	Others		
Transcript_46188.0	Tissue Specific	Kidney	
Transcript_77271.0	Tissue Specific	Lung	Male
Transcript_46189.0	Others		
Transcript_46197.0	Tissue Specific	Brain	
Transcript_249084.0	Others		
Transcript_46207.0	Others		
Transcript_201517.0	Others		
Transcript_46209.0	Others		
Transcript_46219.0	Others		
Transcript_46220.0	Tissue Specific	Gonad	
Transcript_54935.0	Tissue Specific	Skin	
Transcript_50773.0	Others		
Transcript_84964.0	Others		
Transcript_46223.0	Others		
Transcript_46225.0	Others		
Transcript_46236.0	Tissue Specific	Brain	Female
Transcript_46238.0	Others		
Transcript_46245.0	Others		
Transcript_46246.0	Others		
Transcript_243284.0	Tissue Specific	Liver	
Transcript_43707.0	Tissue Specific	Brain	
Transcript_80824.0	Tissue Specific	Gonad	
Transcript_98494.0	Tissue Specific	Lung	Male
Transcript_152023.0	Tissue Specific	Skin	
Transcript_46248.0	Tissue Specific	Brain	
Transcript_235106.0	Others		
Transcript_4754.0	Others		
Transcript_46251.0	Tissue Specific	Skin	
Transcript_46256.0	Others		
Transcript_82600.0	Others		
Transcript_46258.0	Others		
Transcript_34926.0	Others		
Transcript_74437.0	Others		
Transcript_102612.0	Others		
Transcript_46281.0	Others		
Transcript_263349.0	Others		
Transcript_27787.0	Others		
Transcript_46287.0	Others		
Transcript_46288.0	Others		
Transcript_46292.0	Tissue Specific	Gonad	Female
Transcript_46295.0	Others		
Transcript_88305.0	Tissue Specific	Gonad	
Transcript_140057.0	Tissue Specific	Skin	
Transcript_189318.0	Others		
Transcript_46309.0	Others		
Transcript_46322.0	Others		
Transcript_254511.0	Others		
Transcript_46323.0	Others		
Transcript_46328.0	Others		
Transcript_46329.0	Others		
Transcript_4633.0	Tissue Specific	Lung	
Transcript_38593.0	Others		
Transcript_46334.0	Tissue Specific	Gonad	
Transcript_261166.0	Others		
Transcript_41468.0	Tissue Specific	Skin	
Transcript_46335.0	Not Expressed		
Transcript_94672.0	Others		
Transcript_46336.0	Others		
Transcript_46340.0	Others		
Transcript_46344.0	Tissue Specific	Kidney	
Transcript_207544.0	Tissue Specific	Liver	
Transcript_88929.0	Others		
Transcript_249034.0	Others		
Transcript_46347.0	Others		
Transcript_66952.0	Tissue Specific	Skin	
Transcript_92687.0	Tissue Specific	Skin	Male
Transcript_243370.0	Tissue Specific	Brain	
Transcript_46352.0	Tissue Specific	Skin	
Transcript_46356.0	Others		
Transcript_84424.0	Others		
Transcript_218460.0	Tissue Specific	Brain	
Transcript_46362.0	Others		
Transcript_256920.0	Others		
Transcript_46364.0	Tissue Specific	Gonad	Female
Transcript_89759.0	Tissue Specific	Brain	
Transcript_46371.0	Tissue Specific	Brain	Female
Transcript_268111.0	Tissue Specific	Gonad	Female
Transcript_80472.0	Others		
Transcript_46376.0	Tissue Specific	Brain	
Transcript_46377.0	Others		
Transcript_39856.0	Tissue Specific	Gonad	Female
Transcript_86229.0	Others		
Transcript_46379.0	Tissue Specific	Lung	
Transcript_47909.0	Others		
Transcript_75219.0	Others		
Transcript_33893.0	Others		
Transcript_46380.0	Others		
Transcript_99149.0	Tissue Specific	Lung	
Transcript_46382.0	Tissue Specific	Heart	
Transcript_48921.0	Tissue Specific	Lung	Female
Transcript_52274.0	Others		
Transcript_46385.0	Others		
Transcript_79613.0	Others		
Transcript_67660.0	Tissue Specific	Lung	
Transcript_158456.0	Others		
Transcript_46389.0	Others		
Transcript_46391.0	Others		
Transcript_100925.0	Others		
Transcript_55619.0	Others		
Transcript_46400.0	Others		
Transcript_46403.0	Others		
Transcript_1094.0	Others		
Transcript_94829.0	Others		
Transcript_46407.0	Others		
Transcript_72664.0	Tissue Specific	Brain	Male
Transcript_46419.0	Tissue Specific	Brain	
Transcript_631.0	Others		
Transcript_46426.0	Others		
Transcript_75518.0	Tissue Specific	Liver	
Transcript_46429.0	Tissue Specific	Brain	Male
Transcript_68963.0	Others		
Transcript_46439.0	Others		
Transcript_192255.0	Others		
Transcript_263201.0	Tissue Specific	Skin	
Transcript_4646.0	Others		
Transcript_283316.0	Others		
Transcript_46464.0	Tissue Specific	Skin	
Transcript_46466.0	Others		
Transcript_93850.0	Others		
Transcript_46467.0	Tissue Specific	Kidney	
Transcript_60153.0	Tissue Specific	Skin	
Transcript_86639.0	Others		
Transcript_72306.0	Tissue Specific	Brain	Male
Transcript_163395.0	Tissue Specific	Kidney	Male
Transcript_46471.0	Others		
Transcript_270363.0	Others		
Transcript_36026.0	Others		
Transcript_46474.0	Others		
Transcript_46476.0	Others		
Transcript_46485.0	Others		
Transcript_117605.0	Others		
Transcript_253252.0	Others		
Transcript_92076.0	Tissue Specific	Brain	
Transcript_108201.0	Tissue Specific	Gonad	
Transcript_146667.0	Others		
Transcript_46505.0	Others		
Transcript_17151.0	Others		
Transcript_46514.0	Tissue Specific	Skin	
Transcript_258973.0	Tissue Specific	Gonad	
Transcript_72737.0	Others		
Transcript_46515.0	Tissue Specific	Skin	
Transcript_76847.0	Tissue Specific	Lung	
Transcript_46519.0	Others		
Transcript_90460.0	Others		
Transcript_67564.0	Tissue Specific	Gonad	
Transcript_46526.0	Others		
Transcript_75203.0	Others		
Transcript_268123.0	Tissue Specific	Brain	
Transcript_46542.0	Tissue Specific	Gonad	
Transcript_229395.0	Others		
Transcript_46543.0	Tissue Specific	Brain	
Transcript_46553.0	Others		
Transcript_256226.0	Others		
Transcript_46558.0	Others		
Transcript_46576.0	Others		
Transcript_44735.0	Others		
Transcript_46578.0	Others		
Transcript_254592.0	Tissue Specific	Brain	Female
Transcript_46579.0	Others		
Transcript_46581.0	Others		
Transcript_46582.0	Others		
Transcript_46393.0	Tissue Specific	Brain	
Transcript_46583.0	Tissue Specific	Gonad	Female
Transcript_11357.0	Others		
Transcript_46585.0	Others		
Transcript_62156.0	Others		
Transcript_46586.0	Tissue Specific	Heart	
Transcript_46596.0	Tissue Specific	Skin	
Transcript_260337.0	Tissue Specific	Gonad	Female
Transcript_72742.0	Others		
Transcript_46598.0	Others		
Transcript_52006.0	Others		
Transcript_50386.0	Others		
Transcript_80914.0	Tissue Specific	Brain	
Transcript_67042.0	Others		
Transcript_46608.0	Tissue Specific	Gonad	Female
Transcript_46611.0	Others		
Transcript_96010.0	Tissue Specific	Skin	
Transcript_46612.0	Others		
Transcript_26397.0	Others		
Transcript_46621.0	Others		
Transcript_58081.0	Tissue Specific	Lung	
Transcript_58943.0	Others		
Transcript_101954.0	Tissue Specific	Lung	
Transcript_46622.0	Others		
Transcript_257980.0	Tissue Specific	Gonad	
Transcript_46631.0	Others		
Transcript_88412.0	Tissue Specific	Gonad	
Transcript_46632.0	Others		
Transcript_46638.0	Others		
Transcript_199678.0	Others		
Transcript_46639.0	Others		
Transcript_77661.0	Others		
Transcript_60206.0	Tissue Specific	Liver	
Transcript_46640.0	Tissue Specific	Skin	
Transcript_46642.0	Others		
Transcript_46648.0	Others		
Transcript_97186.0	Others		
Transcript_46649.0	Others		
Transcript_81310.0	Others		
Transcript_70091.0	Others		
Transcript_192831.0	Others		
Transcript_46651.0	Others		
Transcript_80257.0	Others		
Transcript_46653.0	Tissue Specific	Brain	
Transcript_237886.0	Tissue Specific	Skin	
Transcript_49985.0	Others		
Transcript_46655.0	Others		
Transcript_56285.0	Others		
Transcript_46668.0	Tissue Specific	Brain	
Transcript_54345.0	Others		
Transcript_53783.0	Others		
Transcript_44579.0	Tissue Specific	Kidney	
Transcript_252164.0	Others		
Transcript_71215.0	Not Expressed		
Transcript_121705.0	Others		
Transcript_46687.0	Tissue Specific	Skin	
Transcript_46688.0	Others		
Transcript_192812.0	Tissue Specific	Gonad	
Transcript_51292.0	Others		
Transcript_68844.0	Others		
Transcript_46690.0	Tissue Specific	Brain	Female
Transcript_46697.0	Others		
Transcript_79328.0	Others		
Transcript_243787.0	Tissue Specific	Skin	
Transcript_46700.0	Others		
Transcript_46705.0	Others		
Transcript_46708.0	Others		
Transcript_85727.0	Tissue Specific	Muscle	
Transcript_148943.0	Others		
Transcript_46709.0	Others		
Transcript_66369.0	Tissue Specific	Gonad	
Transcript_46711.0	Others		
Transcript_42376.0	Others		
Transcript_61461.0	Others		
Transcript_99113.0	Others		
Transcript_46715.0	Others		
Transcript_46722.0	Others		
Transcript_46728.0	Tissue Specific	Liver	
Transcript_96317.0	Tissue Specific	Brain	Female
Transcript_46734.0	Others		
Transcript_46738.0	Tissue Specific	Skin	
Transcript_30028.0	Tissue Specific	Brain	
Transcript_46741.0	Others		
Transcript_256736.0	Others		
Transcript_58515.0	Tissue Specific	Brain	
Transcript_60805.0	Others		
Transcript_275052.0	Others		
Transcript_46743.0	Others		
Transcript_148352.0	Tissue Specific	Brain	Male
Transcript_88043.0	Others		
Transcript_46746.0	Others		
Transcript_231186.0	Others		
Transcript_58926.0	Others		
Transcript_46753.0	Others		
Transcript_272033.0	Others		
Transcript_46765.0	Tissue Specific	Kidney	
Transcript_83467.0	Others		
Transcript_16359.0	Others		
Transcript_46772.0	Others		
Transcript_46786.0	Others		
Transcript_46787.0	Others		
Transcript_46788.0	Others		
Transcript_46791.0	Tissue Specific	Heart	
Transcript_46792.0	Tissue Specific	Brain	Male
Transcript_46793.0	Others		
Transcript_72433.0	Tissue Specific	Brain	
Transcript_46795.0	Others		
Transcript_4680.0	Others		
Transcript_46801.0	Tissue Specific	Kidney	
Transcript_99314.0	Others		
Transcript_251966.0	Tissue Specific	Heart	
Transcript_254890.0	Tissue Specific	Brain	
Transcript_46823.0	Others		
Transcript_46826.0	Others		
Transcript_246131.0	Others		
Transcript_46828.0	Others		
Transcript_46832.0	Tissue Specific	Gonad	Female
Transcript_46834.0	Others		
Transcript_46835.0	Others		
Transcript_46836.0	Others		
Transcript_46841.0	Others		
Transcript_56993.0	Others		
Transcript_51206.0	Others		
Transcript_46844.0	Others		
Transcript_46857.0	Others		
Transcript_244434.0	Others		
Transcript_46860.0	Others		
Transcript_50732.0	Others		
Transcript_46867.0	Others		
Transcript_109570.0	Others		
Transcript_46887.0	Others		
Transcript_274476.0	Others		
Transcript_46893.0	Others		
Transcript_30060.0	Not Expressed		
Transcript_46905.0	Others		
Transcript_248170.0	Others		
Transcript_46919.0	Tissue Specific	Brain	
Transcript_245887.0	Tissue Specific	Muscle	
Transcript_139909.0	Tissue Specific	Brain	
Transcript_230990.0	Others		
Transcript_88014.0	Tissue Specific	Muscle	
Transcript_46926.0	Tissue Specific	Kidney	
Transcript_251616.0	Others		
Transcript_46930.0	Tissue Specific	Gonad	Female
Transcript_46931.0	Others		
Transcript_46943.0	Others		
Transcript_64496.0	Others		
Transcript_4696.0	Others		
Transcript_25364.0	Tissue Specific	Gonad	
Transcript_46963.0	Others		
Transcript_152551.0	Others		
Transcript_46970.0	Tissue Specific	Gonad	
Transcript_238689.0	Others		
Transcript_247410.0	Not Expressed		
Transcript_265854.0	Tissue Specific	Brain	
Transcript_60308.0	Others		
Transcript_46979.0	Others		
Transcript_46988.0	Others		
Transcript_46990.0	Others		
Transcript_46992.0	Others		
Transcript_33221.0	Tissue Specific	Brain	Male
Transcript_256161.0	Others		
Transcript_46998.0	Others		
Transcript_47008.0	Tissue Specific	Skin	
Transcript_47011.0	Others		
Transcript_47038.0	Others		
Transcript_74957.0	Tissue Specific	Gonad	Female
Transcript_47045.0	Tissue Specific	Skin	Male
Transcript_41654.0	Others		
Transcript_80074.0	Others		
Transcript_47048.0	Tissue Specific	Brain	
Transcript_254723.0	Others		
Transcript_22746.0	Others		
Transcript_47059.0	Others		
Transcript_252011.0	Tissue Specific	Brain	
Transcript_93727.0	Others		
Transcript_69223.0	Others		
Transcript_47067.0	Tissue Specific	Skin	
Transcript_267775.0	Others		
Transcript_47071.0	Tissue Specific	Gonad	Female
Transcript_47074.0	Others		
Transcript_150005.0	Others		
Transcript_47087.0	Others		
Transcript_47088.0	Tissue Specific	Skin	
Transcript_95198.0	Tissue Specific	Lung	
Transcript_47096.0	Others		
Transcript_47099.0	Others		
Transcript_76859.0	Tissue Specific	Lung	
Transcript_47102.0	Others		
Transcript_90674.0	Others		
Transcript_160703.0	Tissue Specific	Skin	
Transcript_47103.0	Tissue Specific	Skin	
Transcript_66699.0	Others		
Transcript_68388.0	Tissue Specific	Brain	Female
Transcript_47106.0	Others		
Transcript_100486.0	Others		
Transcript_4711.0	Others		
Transcript_68328.0	Tissue Specific	Gonad	
Transcript_52915.0	Tissue Specific	Gonad	
Transcript_47112.0	Others		
Transcript_47130.0	Tissue Specific	Brain	Male
Transcript_32948.0	Others		
Transcript_78840.0	Tissue Specific	Skin	
Transcript_47139.0	Tissue Specific	Skin	
Transcript_47142.0	Others		
Transcript_50068.0	Others		
Transcript_47148.0	Others		
Transcript_282500.0	Others		
Transcript_47150.0	Tissue Specific	Brain	
Transcript_47151.0	Others		
Transcript_267473.0	Not Expressed		
Transcript_93480.0	Tissue Specific	Muscle	
Transcript_38194.0	Others		
Transcript_47166.0	Others		
Transcript_47172.0	Tissue Specific	Brain	Female
Transcript_47173.0	Tissue Specific	Gonad	Female
Transcript_52456.0	Others		
Transcript_47187.0	Tissue Specific	Gonad	Female
Transcript_284236.0	Tissue Specific	Brain	
Transcript_196683.0	Tissue Specific	Liver	
Transcript_248872.0	Others		
Transcript_47189.0	Others		
Transcript_47191.0	Tissue Specific	Gonad	Female
Transcript_54153.0	Others		
Transcript_56855.0	Others		
Transcript_28126.0	Others		
Transcript_72255.0	Tissue Specific	Kidney	Female
Transcript_47196.0	Tissue Specific	Lung	
Transcript_49821.0	Tissue Specific	Muscle	
Transcript_47199.0	Tissue Specific	Gonad	Female
Transcript_145807.0	Not Expressed		
Transcript_66528.0	Others		
Transcript_47201.0	Others		
Transcript_40397.0	Tissue Specific	Brain	
Transcript_47203.0	Others		
Transcript_95028.0	Others		
Transcript_139383.0	Tissue Specific	Skin	
